CODE REFERENCE PHOTO,PHOTO,VILLE,CODE POSTAL,ADRESSE ,COORDONNEES GPS DU PANNEAU Y ,COORDONNEES GPS DU PANNEAU X,ANGLE DE VISIBILITE,VISIBLE EN VENANT DE,VISIBLE EN ALLANT A ,VISIBILITE,DISPONIBILITE,FORMAT,SURFACE,TYPE,SUPPORT,LARGEUR EN CM,HAUTEUR EN CM,DATE DE SIGNATURE DU BON DE COMMANDE CLIENT  ,DATE DE FIN DENGAGEMENT  DU BON DE COMMANDE  ,ANNONCEUR
244,AFFICHAGE PREMIER,BEAUMETZ LES LOGES,62123,4 ROUTE NATIONALE ,"50,23929","2,65531",90°,DOULLENS,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,,,CENTRAKOR
MAC DONALD,#VALEUR !,BEAUMETZ LES LOGES,62123,4 ROUTE NATIONALE ,"50,23929","2,65531",90°,DOULLENS,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,08/06/2022,29/04/2026,MAC DONALD ARRAS DAINVILLE
486,#VALEUR !,DAINVILLE,62000,CENTRE COMMERCIAL LECLERC ,"50,51265","2,68264",90°,C.CIAL LECLERC,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,13/11/2020,11/01/2025,CUISINE REFERENCE
,#VALEUR !,DAINVILLE,62000,CENTRE COMMERCIAL LECLERC ,"50,51265","2,68264",90°,C.CIAL LECLERC,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,12/06/2019,19/06/2025,DJN LAVAGE AUTO
LEMOINE ESPACES VERTS C.CIAL LECLERC 20250314_114004,#VALEUR !,DAINVILLE,62000,CENTRE COMMERCIAL LECLERC ,"50,51265","2,68264",90°,C.CIAL LECLERC,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,"22,11,2013","01,08,2025",LEMOINE ESPACES VERTS
487,#VALEUR !,DAINVILLE,62000,CENTRE COMMERCIAL LECLERC ,"50,51265","2,68264",90°,C.CIAL LECLERC,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,,,LETRAM
485,#VALEUR !,DAINVILLE,62000,CENTRE COMMERCIAL LECLERC  ,"50,51265","2,68264",90°,C.CIAL LECLERC,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,01/06/2023,31/05/2025,DAMBRINE
261,,ETRUN,62161,ROUTE NATIONALE RD939,"50,31159","2,69281",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,31/05/2025,30/06/2025,BUT
,#VALEUR !,ETRUN,62161,ROUTE NATIONALE RD939,"50,31097","2,69457",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,13/11/2020,11/01/2025,CUISINE REFERENCE
264,,ETRUN,62161,ROUTE NATIONALE RD939,"50,31097","2,69457",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,,,ESPRIT CARRELAGE
262,#VALEUR !,ETRUN,62161,ROUTE NATIONALE RD939,"50,31159","2,69281",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,12/06/2023,12/07/2026,QUICK ARRAS
ETRUN PONT DU GY 20231025_104646,#VALEUR !,ETRUN,62161,ROUTE NATIONALE RD939,"50,310097","2,69457",90°,ST POL,ARRAS,DROITE,ED,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,17/10/2023,23/10/2025,3 BRASSEURS ARRAS 
,#VALEUR !,ETRUN,62161,ROUTE NATIONALE RD939,"50,31201","2,69168",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,,,LETRAM
260,#VALEUR !,ETRUN,62161,ROUTE NATIONALE RD939,"50,31201","2,69168",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,"08,06,2022","06,10,2025",MAC DONALD ARRAS DAINVILLE
263,#VALEUR !,ETRUN,62161,ROUTE NATIONALE RD939,"50,31159","2,69281",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,"13,12,2024",12/01/2026,QUADRO
259,#VALEUR !,ETRUN,62161,ROUTE NATIONALE RD939,"50,31201","2,69168",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,17/12/2019,18/01/2026,PEPINIERES CARNEL
ALBERT AND CO 20221114_153652,#VALEUR !,ARRAS,62000,24 BOULEVARD CARNOT  ,"50,28727","2,77513",90°,ARRAS DE GAULLE,ARRAS GARE,DROITE,ED,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,"18,10,2022","14,11,2024",SAS DE LART NOUVEAU 
438,#VALEUR !,ARRAS,62000,24 BOULEVARD CARNOT  ,"50,28727","2,77513",90°,ARRAS DE GAULLE,ARRAS GARE,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,"18,10,2018","19,11,2024", CUISINES ARMONY
DUGOO BD CARNOT 2,#VALEUR !,ARRAS,62000,24 BOULEVARD CARNOT  ,"50,28727","2,77513",90°,ARRAS DE GAULLE,ARRAS GARE,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,04/03/2013,08/04/2026,INTERMARCHE ACHICOURT
ARMONY 2M2,#VALEUR !,ARRAS,62000,24 BOULEVARD CARNOT  ,"50,28727","2,77513",90°,ARRAS DE GAULLE,ARRAS GARE,DROITE,D,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,,,DISPONIBLE
439,#VALEUR !,ARRAS,62000,24 BOULEVARD CARNOT  ,"50,28727","2,77513",90°,ARRAS DE GAULLE,ARRAS GARE,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,,,
,#VALEUR !,ST LAURENT BLANGY,62223,AVENUE DES DROITS DE L'HOMME ,"50,29533","2,78802",90°,ARRAS MONNET,ARRAS LOCOMOTIVE,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,18/10/2021,30/11/2024,KRYS OPTIQUE LAGAISSE
,,ST LAURENT BLANGY,62223,AVENUE DES DROITS DE L'HOMME ,"50,29533","2,78802",90°,ARRAS MONNET,ARRAS LOCOMOTIVE,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,09/07/2024,31/08/2025,AUX PUCES DE BEAURAINS 
ACE HOTEL 20211123_101013,#VALEUR !,ST LAURENT BLANGY,62223,AVENUE DES DROITS DE L'HOMME ,"50,29533","2,78802",90°,ARRAS MONNET,ARRAS LOCOMOTIVE,DROITE,ED,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,05/09/2019,18/09/2025,ACE HOTEL 
306,#VALEUR !,ST LAURENT BLANGY,62223,AVENUE DES DROITS DE L'HOMME ,"50,29533","2,78802",90°,ARRAS MONNET,ARRAS LOCOMOTIVE,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,10/06/2024,31/01/2026,HANDIMAT
QUICK SAINT LAURENT 20230713_103213,#VALEUR !,ST LAURENT BLANGY,62223,CD60  (ROND POINT LOCOMOTIVE),"50,29287","2,79344",90°, ZI EST,ARRAS MONNET,DROITE,ED,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,12/06/2023,12/07/2026,QUICK ARRAS
,#VALEUR !,ST LAURENT BLANGY,62223,CD60  (ROND POINT LOCOMOTIVE),"50,29287","2,79344",90°, ZI EST,ARRAS MONNET,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,28/08/2024,13/10/2025,KFC ARRAS 
307,,ST LAURENT BLANGY,62223,CD60  (ROND POINT LOCOMOTIVE),"50,29287","2,79344",90°, ZI EST,ARRAS MONNET,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,17/10/2023,23/10/2025,3 BRASSEURS ARRAS
312,#VALEUR !,ST LAURENT BLANGY,62223,CD60  (ROND POINT LOCOMOTIVE),"50,29287","2,79344",90°, ZI EST,ARRAS MONNET,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,13/12/2024,12/01/2026,QUADRO
313,#VALEUR !,ST LAURENT BLANGY,62223,CD60  (ROND POINT LOCOMOTIVE),"50,29287","2,79344",90°, ZI EST,ARRAS MONNET,DROITE,ND,MOBILIER URBAIN,2M2,DEROULANT,VITRINE,1220,1760,05/09/2019,31/12/2024,OPTICAL CENTER 
538,,LESQUIN,59810,25 ROUTE DE DOUAI ,"50,58775","3,08724",90°,LESQUIN CENTRE,A1,GAUCHE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2450,04/04/2011,19/04/2026,LECLERC SECLINDIS
MAISON HOUX,#VALEUR !,RUE,80120,30 RUE DE LA BARRIERE ,"50,27197","1,67723",90°,RUE CENTRE,ABBEVILLE,DROITE,D,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,,,DISPONIBLE
537,#VALEUR !,RUE,80120,30 RUE DE LA BARRIERE ,"50,27197","1,67723",90°,RUE CENTRE,ABBEVILLE,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,21/06/2023,20/06/2027,MAISON HOUX
,#VALEUR !,ST LAURENT BLANGY ,62223,RUE HENRI BARBUSSE,"50,30527","2,81937",90°,ST LAURENT CENTRE,ACTIPARC,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,12/10/2023,11/10/2026,FISH CUT
86,#VALEUR !,ALBERT,80300,151 AVENUE DU GENERAL FAIDHERBE ,"50,00735","2,66389",90°,BAPAUME,ALBERT,DROITE,ND,GRAND FORMAT,6M2,FIXE,TOLE,3280,2050,12/12/2023,31/12/2026,CYNDRA PARC
542,#VALEUR !,ALBERT,80300,1 CHEMIN CROISE BELLEVUE ,"49,99357","2,6572",90°,ALBERT CENTRE,AMIENS,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,09/02/2021,16/07/2025,KING JOUET
142,#VALEUR !,SIN LE NOBLE,59450,682 AVENUE DES FUSILLES ,"50,35485","3,12082",90°,DOUAI,ANICHE,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,25/07/2019,25/07/2025,LECLERC BUGNIDIS
4M2 LECLERC  AUBERCHICOURT 2,#VALEUR !,AUBERCHICOURT,59165,93 ROUTE DE DOUAI,"50,3338","3,22747",90°,DOUAI,ANICHE,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,25/07/2019,25/07/2025,LECLERC BUGNIDIS
4M2 MARCHE AUX AFFAIRES,#VALEUR !,AUBERCHICOURT,59165,93 ROUTE DE DOUAI ,"50,3338","3,22747",90°,DOUAI,ANICHE,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,20/03/2024,09/04/2027,MARCHE AUX AFFAIRES
,#VALEUR !,ANZIN ST AUBIN,62223,RUE DES FILATIERS,"50,31392","2,75602",90°,ST CATHERINE,ANZIN ,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,22/01/2024,28/02/2027,STAND BOXES
,#VALEUR !,ANZIN ST AUBIN,62223,RUE DU STADE,"50,30963","2,75059",90°,ARRAS ST POL,ANZIN ,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,10/09/2024,18/09/2025,GOLF DARRAS
,#VALEUR !,ANZIN ST AUBIN,62223,RUE ROGER SALENGRO,"50,30778","2,75505",90°,ARRAS LORETTE,ANZIN ,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,06/02/2024,28/02/2027,GOSSET
GOLF DARRAS ANZIN LOUEZ DIEU 20250312_100639,#VALEUR !,ANZIN ST AUBIN,62223,RUE DES FILATIERS,"50,31392","2,75602",90°,ANZIN,ST CATHERINE ,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,25/02/2025,11/03/2026,GOLF DARRAS
269,#VALEUR !,HAUTE AVESNES,62144, ROUTE DEPARTEMENTALE ,"50,33183","2,64146",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,17/04/2012,07/06/2025,ARTOIS AUTO IMPORT
270,#VALEUR !,HAUTE AVESNES,62144, ROUTE DEPARTEMENTALE ,"50,33204","2,64073",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,29/01/2025,05/02/2026,GOSSET
274,,SAVY BERLETTE,62690, ROUTE DEPARTEMENTALE ,"50,34809","2,54962",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,22/11/2024,31/12/2025,MARKET AUBIGNY EN ARTOIS
271,#VALEUR !,HAUTE AVESNES,62144, ROUTE DEPARTEMENTALE ,,,90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,26/09/2024,31/05/2029,MAC DONALD ARRAS DAINVILLE
522,,SAPIGNIES,62121,1 ROUTE NATIONALE  ,"50,13187","2,8381",90°,BAPAUME,ARRAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,"31,05,2012","13,06,2024",LV CONCEPT CUISINES
523,,SAPIGNIES,62121,1 ROUTE NATIONALE  ,"50,13187","2,8381",90°,BAPAUME,ARRAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,"31,05,2012","13,06,2024",LV CONCEPT CUISINES
511,#VALEUR !,BRIAS,62130,11 ROUTE DE BETHUNE,"50,4128","2,38058",90°,BETHUNE,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,"28,10,2020","11,07,2024",FERNAGUT
10M2 BREBIERES EUROPEAN HOME,#VALEUR !,BREBIERES,62117,1508  ROUTE NATIONALE ,"50,34008","3,02208",75°,DOUAI,ARRAS,GAUCHE,ED,GRAND FORMAT,6M2,FIXE,TOLE,3280,3050,11/01/2024,31/07/2024, EUROPEAN HOMES
143,#VALEUR !,SIN LE NOBLE,59450,172 AVENUE DU MARECHAL LECLERC,"50,35912","3,1104",90°,DOUAI,ARRAS,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,3050,06/12/2022,21/02/2026,BURGER KING MASNY
155,#VALEUR !,BREBIERES,62117,1968 ROUTE NATIONALE,"50,34206","3,02834",90°,DOUAI,ARRAS,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,29/05/2012,11/06/2025, HYPER U VITRY FRANLAUGE 
456,#VALEUR !,ARRAS,62000,237 ROUTE DE CAMBRAI,"50,28287","2,80307",90°,TILLOY,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,29/01/2010,18/03/2026,LEROY MERLIN ARRAS
455,#VALEUR !,ARRAS,62000,237 ROUTE DE CAMBRAI ,"50,28287","2,80307",90°,TILLOY,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,11/12/2019,09/01/2025,HANDIMAT
,#VALEUR !,THELUS,62580,24 ROUTE NATIONALE ,"50,35674","2,79034",90°,LENS,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,26/09/2024,28/09/2029,MAC DONALD ARRAS DAINVILLE
503,,THELUS,62580,24 ROUTE NATIONALE ,"50,35674","2,79034",90°,LENS,ARRAS,DROITE,ND,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,06/07/2009,14/07/2024,LEROY MERLIN ARRAS
457,#VALEUR !,ARRAS,62000,249 ROUTE DE CAMBRAI ,"50,28272","2,80394",90°,TILLOY,ARRAS,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2450,21/11/2023,31/12/2026,LECLERC ARRADIS
498,,SOUCHEZ,62153,25 RUE PASTEUR ,"50,39364","2,7424",90°),BETHUNE,ARRAS,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2460,11/01/2019,11/12/2024,FRENCH ALU
,#VALEUR !,FRESNES LES MONTAUBAN,62490,31  ROUTE NATIONALE ,"50,33457","2,93061",90°,DOUAI,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,"05,04,2023",01/05/2026,LES FERMIERS DE L'ARTOIS
,#VALEUR !,FRESNES LES MONTAUBAN,62490,31 ROUTE NATIONALE ,"50,33457","2,93061",90°,DOUAI,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,11/02/2021,08/02/2025,LV CONCEPT CUISINES
79,#VALEUR !,TILLOY LES MOFLAINES,62217,36 ROUTE DE CAMBRAI ,"50,2783","2,82092",90°,CAMBRAI,ARRAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,05/05/2022,31/12/2025,ARRAS CARRELAGES
80,#VALEUR !,TILLOY LES MOFLAINES,62217,36 ROUTE DE CAMBRAI ,"50,2783","2,82092",90°,CAMBRAI,ARRAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,,,BURGER KING BEAURAINS
255,#VALEUR !,ETRUN,62161,4 ROUTE NATIONALE ,"50,31239","2,69135",90°,ST POL,ARRAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,31/01/2022,23/02/2025,DJN LAVAGE AUTO
443,#VALEUR !,ARRAS,62000,44 AVENUE WINSTON CHURCHILL ,"50,29758","2,7565",90°,ST POL,ARRAS,GAUCHE,ND,GRAND FORMAT,8M2,FIXE,TOLE,"4,92","1,65",05/06/2013,18/06/2024,CARROSSERIE MANTEL
83,#VALEUR !,TILLOY LES MOFLAINES,62217,5 ROUTE DE CAMBRAI ,"50,27952","2,81675",90°,CAMBRAI,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,22/11/2024,31/12/2025,AUCHAN ARRAS
AUCHAN TILLOY LES MOFLAINES 20240228_160501,#VALEUR !,TILLOY LES MOFLAINES,62217,5 ROUTE DE CAMBRAI ,"50,27952","2,81675",90°,CAMBRAI,ARRAS,DROITE,D,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,19/08/2020,30/08/2024,DISPONIBLE
Capture d'écran 2024-01-23 102837,#VALEUR !,POMMERA,62760,5 ROUTE NATIONALE ,"50,17181","2,44137",90°,DOULLENS,ARRAS,DROITE,D,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,21/11/2023,31/12/2026,DISPONIBLE
Capture d'écran 2024-01-23 102837,#VALEUR !,POMMERA,62760,5 ROUTE NATIONALE ,"50,17181","2,44137",90°,DOULLENS,ARRAS,DROITE,D,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,21/11/2023,31/12/2026,DISPONIBLE
12,#VALEUR !,BEAURAINS,62217,52 RUE PIERRE CURIE  ,"50,26047","2,78632",90°,BAPAUME,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,22/10/2015,14/07/2025,LEROY MERLIN ARRAS
LECLERC LAMBRES 20210907_101306,#VALEUR !,LAMBRES LES DOUAI,59552,602 ROUTE D'ARRAS ,"50,36091","3,05921",90°,DOUAI,ARRAS,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2450,11/01/2017,30/04/2025,LECLERC DOUAIDISTRIBUTION
,,VITRY EN ARTOIS,62490,62 ROUTE NATIONALE  ,"50,33295","2,98317",90°,DOUAI,ARRAS,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,20/01/2020,05/07/2025,SPEED RABBIT PIZZA
158,,BREBIERES,62117,637 ROUTE NATIONALE ,"50,33739","3,01068",90°,DOUAI,ARRAS,DROITE,ND,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,06/07/2009,14/07/2024,LEROY MERLIN ARRAS
153,#VALEUR !,LAMBRES LES DOUAI,59552,654 ROUTE D'ARRAS ,"50,36071","3,05883",90°,DOUAI,ARRAS,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,4000,2450,12/04/2012,09/05/2025,ASPINOV
459,,ARRAS,62000,67 ROUTE DE BUCQUOY ,"50,27676","2,77473",90°,ACHICOURT,ARRAS,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,21/11/2023,31/12/2026,LECLERC ARRADIS
82,#VALEUR !,TILLOY LES MOFLAINES,62217,7  ROUTE DE CAMBRAI ,"50,27952","2,81675",90°,TILLOY,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,1650,2450,21/11/2023,31/12/2026,LECLERC ARRADIS
81,#VALEUR !,TILLOY LES MOFLAINES,62217,7 ROUTE DE CAMBRAI ,"50,27952","2,81675",90°,CAMBRAI,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,1650,2450,07/09/2022,11/09/2026,MAC DONALD BEAURAINS RESTAURATION
460,,ST CATHERINE LES ARRAS,62223,70 ROUTE NATIONALE ,"50,30382","2,76364",90°,LENS,ARRAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,21/11/2023,31/12/2026,LECLERC ARRADIS
461,,ST CATHERINE LES ARRAS,62223,70 ROUTE NATIONALE ,"50,30382","2,76364",90°,LENS,ARRAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,21/11/2023,31/12/2026,LECLERC ARRADIS
92,,VIS EN ARTOIS,62156,73 ROUTE NATIONALE ,"50,24694","2,94393",90°,CAMBRAI,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,21/11/2023,31/12/2026,LECLERC ARRADIS
93,,VIS EN ARTOIS,62156,73 ROUTE NATIONALE ,"50,24694","2,94393",90°,CAMBRAI,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,21/11/2023,31/12/2026,LECLERC ARRADIS
,,ETRUN,62161,8 ROUTE NATIONALE,"50,3115","2,69373",90°,ST POL,ARRAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,15/02/2023,21/02/2025,BISTROT REGENT  NCB RESTAURATION
,,ETRUN,62161,8 ROUTE NATIONALE ,"50,3115","2,69373",90°,ST POL,ARRAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,09/10/2020,26/10/2025,DUFETEL
,,ST LAURENT BLANGY ,62223,AVENUE DES DROITS DE L'HOMME ,"50,2959","2,7862",90°,ST LAURENT ARTOIS EXPO,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/01/2021,14/02/2025,LV CONCEPT CUISINES
BK ARRAS MOBILIER SITUE AVENUE DIMMERCOURT A ST LAURENT BLANGY  20221025_120249,#VALEUR !,ST LAURENT BLANGY,62223,AVENUE D'IMMERCOURT ,"50,29228","2,80609",90°,ZI EST CAMBRAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/02/2017,14/03/2026,BURGER KING ARRAS
310,,ST LAURENT BLANGY,62223,CD60 AVENUE DES DROITS DE LHOMME ,"50,29518","2,78884",90°,TILLOY,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"30,04,2019","04,07,2025",BIO EN ARTOIS
489,,DAINVILLE,62000,CENTRE COMMERCIAL LECLERC ,"50,28356","2,73852",90°,DAINVILLE,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,02/02/2017,09/02/2025,LV CONCEPT CUISINES
279,,TINCQUES,62127,ROUTE DEPARTEMENTALE ,"50,35166","2,4885",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,08/02/2019,28/02/2026,LE CARRE DE RAMECOURT
,,TINCQUES,62127,ROUTE DEPARTEMENTALE ,"50,3542","2,48606",90°,ST POL,ARRAS,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,22/11/2024,31/12/2025,ALDIMARCHE AUBIGNY
,,CROIX EN TERNOIS,62130,ROUTE DEPARTEMENTALE ,"50,38132","2,27539",90°,LE TOUQUET,ARRAS,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,30/11/2022,25/12/2025,MAC DONALD ST POL CAMPALICE
,,,62156,ROUTE DEPARTEMENTALE 939,"50,25099","2,92983",90°,CAMBRAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,18/10/2021,30/11/2024,KRYS OPTIQUE LAGAISSE 
493,,SOUCHEZ,62153,ROUTE DEPARTEMENTALE 947 ,"50,39584","2,74228",90°,BETHUNE,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,04/03/2022,31/12/2027,ART ET FENETRES ATLANTIDE
GAM VERT,#VALEUR !,SOUCHEZ,62153,ROUTE DEPARTEMENTALE 947 ,"50,38298","2,74338",90°,BETHUNE,ARRAS,DROITE,D,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,,,DISPONIBLE
,#VALEUR !,BEAUMETZ LES LOGES,62123,ROUTE NATIONALE,"50,24336","2,66294",90°,DOULLENS,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"24,09,2021","30,09,2024",CONTART FREDDY EIRL 
,,VITRY EN ARTOIS,62490,ROUTE NATIONALE,"50,33256","2,97523",90°,DOUAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,21/11/2023,31/12/2026,NOREVIE
,,MERCATEL,62217,ROUTE NATIONALE,"50,23802","2,79977",90°,BAPAUME,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,18/10/2021,30/11/2024,KRYS OPTIQUE LAGAISSE
,,POMMERA,62760,ROUTE NATIONALE,"50,17078","2,43361",90°,DOULLENS,ARRAS,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,26/09/2024,14/03/2029,MAC DONALD ARRAS DAINVILLE
88,,VIS EN ARTOIS,62156,ROUTE NATIONALE ,"50,24899","2,93808",90°,CAMBRAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/12/2012,24/05/2025, HYPER U VITRY FRANLAUGE 
184,,FRESNES LES MONTAUBAN,62490,ROUTE NATIONALE ,"50,33448","2,9361",90°,DOUAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,12/09/2011,01/11/2024,SUPER U LA GRIOTTE
ROAD FOOD20220425_170740,#VALEUR !,BEHAGNIES,62121,ROUTE NATIONALE ,"50,14436","2,83208",90°,BAPAUME,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,13/04/2022,24/04/2025,ROAD FOOD
246,,L'ARBRET BAVINCOURT,62158,ROUTE NATIONALE ,"50,21193","2,55422",90°,DOULLENS,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,10/12/2003,31/12/2025,GOSSET
